Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Utah,Weighted distribution of population (%),74.1,1.5,0.6,3.5,1.3,2.3,16.7,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Utah,Count of COVID-19 deaths,129,0,,11,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Utah,Distribution of COVID-19 deaths (%),75.9,0,,6.5,,0,13.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Utah,Weighted distribution of population (%),73.9,1.5,0.6,3.5,1.3,2.3,16.9,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Utah,Count of COVID-19 deaths,70,,,0,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Utah,Distribution of COVID-19 deaths (%),71.4,,,0,,0,18.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Utah,Weighted distribution of population (%),74,1.5,0.6,3.5,1.3,2.3,16.8,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Utah,Count of COVID-19 deaths,42,,0,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Utah,Distribution of COVID-19 deaths (%),70,,0,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Utah,Weighted distribution of population (%),72.9,1.6,0.6,3.7,1.4,2.3,17.5,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Utah,Count of COVID-19 deaths,,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Utah,Distribution of COVID-19 deaths (%),,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Utah,Weighted distribution of population (%),73.9,1.5,0.6,3.6,1.4,2.3,16.8,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Vermont,Count of COVID-19 deaths,232,,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Vermont,Distribution of COVID-19 deaths (%),96.7,,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Vermont,Weighted distribution of population (%),89.5,2.1,0.2,3.8,0,2.1,2.3,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Vermont,Count of COVID-19 deaths,143,,,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Vermont,Distribution of COVID-19 deaths (%),97.9,,,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Vermont,Weighted distribution of population (%),89.2,2.2,0.2,3.9,0,2.1,2.4,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Vermont,Count of COVID-19 deaths,89,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Vermont,Distribution of COVID-19 deaths (%),94.7,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Vermont,Weighted distribution of population (%),90.1,1.9,0.2,3.4,0,2,2.3,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Vermont,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Vermont,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Vermont,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Vermont,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Vermont,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Vermont,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Vermont,Count of COVID-19 deaths,16,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Vermont,Distribution of COVID-19 deaths (%),100,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Vermont,Weighted distribution of population (%),88.6,2.3,0.2,4.3,0,2.1,2.4,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Vermont,Count of COVID-19 deaths,37,0,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Vermont,Distribution of COVID-19 deaths (%),97.4,0,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Vermont,Weighted distribution of population (%),88.6,2.3,0.2,4.3,0,2.1,2.4,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Vermont,Count of COVID-19 deaths,,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Vermont,Distribution of COVID-19 deaths (%),,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Vermont,Weighted distribution of population (%),88.3,2.4,0.2,4.5,0,2.1,2.5,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Vermont,Count of COVID-19 deaths,,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Vermont,Distribution of COVID-19 deaths (%),,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Vermont,Weighted distribution of population (%),88.3,2.4,0.2,4.5,0,2.1,2.5,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Vermont,Count of COVID-19 deaths,,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Vermont,Distribution of COVID-19 deaths (%),,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Vermont,Weighted distribution of population (%),93.8,0.8,0.6,0.9,0,2,1.9,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Vermont,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Vermont,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Vermont,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Vermont,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Vermont,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Vermont,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Vermont,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Vermont,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Vermont,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Vermont,Count of COVID-19 deaths,15,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Vermont,Distribution of COVID-19 deaths (%),93.8,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Vermont,Weighted distribution of population (%),91.6,1.5,0.3,2.6,0,1.9,2.1,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Vermont,Count of COVID-19 deaths,67,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Vermont,Distribution of COVID-19 deaths (%),98.5,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Vermont,Weighted distribution of population (%),89.5,2.1,0.3,3.7,0,2.1,2.3,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Vermont,Count of COVID-19 deaths,26,0,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Vermont,Distribution of COVID-19 deaths (%),92.9,0,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Vermont,Weighted distribution of population (%),90.5,1.8,0.3,3.1,0,2,2.2,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Vermont,Count of COVID-19 deaths,24,,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Vermont,Distribution of COVID-19 deaths (%),92.3,,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Vermont,Weighted distribution of population (%),90.3,1.9,0.2,3.3,0,2,2.3,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Vermont,Count of COVID-19 deaths,21,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Vermont,Distribution of COVID-19 deaths (%),95.5,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Vermont,Weighted distribution of population (%),89.1,2.2,0.2,4,0,2.1,2.4,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Vermont,Count of COVID-19 deaths,15,0,0,0,0,0,0,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Vermont,Distribution of COVID-19 deaths (%),100,0,0,0,0,0,0,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Vermont,Weighted distribution of population (%),91.1,1.7,0.2,2.9,0,1.9,2.1,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Vermont,Count of COVID-19 deaths,,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Vermont,Distribution of COVID-19 deaths (%),,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Vermont,Unweighted distribution of population (%),92.6,1.3,0.3,1.9,0,1.8,2,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Vermont,Weighted distribution of population (%),88.8,2.3,0.2,4.2,0,2.1,2.4,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Virginia,Count of COVID-19 deaths,6913,2718,12,428,,36,729,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Virginia,Distribution of COVID-19 deaths (%),63.6,25,0.1,3.9,,0.3,6.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Virginia,Weighted distribution of population (%),52.9,18.5,0.2,12.3,0.1,3.1,12.9,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Virginia,Count of COVID-19 deaths,3867,1520,,233,0,18,489,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Virginia,Distribution of COVID-19 deaths (%),62.9,24.7,,3.8,0,0.3,7.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Virginia,Weighted distribution of population (%),52.8,17.1,0.2,13.2,0.1,3.1,13.5,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Virginia,Count of COVID-19 deaths,3046,1198,,195,,18,240,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Virginia,Distribution of COVID-19 deaths (%),64.6,25.4,,4.1,,0.4,5.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Virginia,Weighted distribution of population (%),53.1,20.7,0.2,10.9,0.1,3.1,11.9,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Virginia,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Virginia,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Virginia,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Virginia,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Virginia,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Virginia,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Virginia,Count of COVID-19 deaths,38,17,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Virginia,Distribution of COVID-19 deaths (%),61.3,27.4,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Virginia,Weighted distribution of population (%),52.3,18,0.2,13.7,0.1,3.1,12.7,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Virginia,Count of COVID-19 deaths,433,203,0,53,0,0,61,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Virginia,Distribution of COVID-19 deaths (%),57.6,27,0,7,0,0,8.1,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Virginia,Weighted distribution of population (%),51.8,14.2,0.2,16,0.1,3.2,14.6,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Virginia,Count of COVID-19 deaths,494,190,,54,0,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Virginia,Distribution of COVID-19 deaths (%),57.9,22.3,,6.3,0,,12.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Virginia,Weighted distribution of population (%),51.2,13,0.2,16.5,0.1,3.3,15.7,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Virginia,Count of COVID-19 deaths,207,97,0,15,0,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Virginia,Distribution of COVID-19 deaths (%),52.4,24.6,0,3.8,0,,18.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Virginia,Weighted distribution of population (%),52,14.8,0.2,14.8,0.1,3.2,14.9,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Virginia,Count of COVID-19 deaths,184,130,,11,0,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Virginia,Distribution of COVID-19 deaths (%),49.6,35,,3,0,0,11.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Virginia,Weighted distribution of population (%),51.2,22.1,0.2,10.6,0.1,3.2,12.5,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Virginia,Count of COVID-19 deaths,266,178,,,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Virginia,Distribution of COVID-19 deaths (%),56.1,37.6,,,0,,4.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Virginia,Weighted distribution of population (%),52.5,24.8,0.3,8.7,0.1,3.1,10.5,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Virginia,Count of COVID-19 deaths,276,154,0,14,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Virginia,Distribution of COVID-19 deaths (%),58,32.4,0,2.9,0,,5.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Virginia,Weighted distribution of population (%),53.1,21.9,0.2,10.2,0.1,3,11.5,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Virginia,Count of COVID-19 deaths,336,110,,,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Virginia,Distribution of COVID-19 deaths (%),69.6,22.8,,,0,,5.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Virginia,Weighted distribution of population (%),55.7,21.8,0.2,8.3,0.1,2.9,11,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Virginia,Count of COVID-19 deaths,538,139,,17,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Virginia,Distribution of COVID-19 deaths (%),72.5,18.7,,2.3,0,,5.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Virginia,Weighted distribution of population (%),56.1,18.3,0.2,10.8,0.1,2.9,11.7,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Virginia,Count of COVID-19 deaths,1095,302,,52,0,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Virginia,Distribution of COVID-19 deaths (%),70.9,19.6,,3.4,0,,5.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Virginia,Weighted distribution of population (%),54.2,18.8,0.2,11.1,0.1,3.1,12.5,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Virginia,Count of COVID-19 deaths,1555,526,,93,0,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Virginia,Distribution of COVID-19 deaths (%),67.8,22.9,,4.1,0,,4.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Virginia,Unweighted distribution of population (%),61.2,19.1,0.3,6.8,0.1,2.7,9.8,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Virginia,Weighted distribution of population (%),53.4,19.1,0.2,11.8,0.1,3.1,12.3,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Virginia,Count of COVID-19 deaths,767,322,,41,,,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Virginia,Distribution of COVID-19 deaths (%),62.9,26.4,,3.4,,,5.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
